title,genres,keywords,overview,movie_id,cast,crew,revenue,vote_average,vote_count,popularity
magic mike,"drama,comedy",dancing florida strip club male stripper novice,"mike , an experienced stripper , take a younger performer called the kid under his wing and school him in the art of partying , picking up woman , and making easy money .",77930,"['Channing_Tatum', 'Matthew_McConaughey', 'Alex_Pettyfer', 'Cody_Horn', 'Olivia_Munn']",['Steven_Soderbergh'],low revenue,6.5,low voted,low popularity
darkness falls,"thriller,horror",witch loss of mother small town death penalty lighthouse cowardliness spirit witch hunt,"a vengeful spirit ha taken the form of the tooth fairy to exact vengeance on the town that lynched her 150 year earlier . her only opposition is the only child , now grown up , who ha survived her before",10727,"['Chaney_Kley', 'Emma_Caulfield', 'Lee_Cormie', 'Grant_Piro', 'Sullivan_Stapleton']",['Jonathan_Liebesman'],low revenue,6.7,low voted,low popularity
live and let die,"adventure,action,thriller",london england new york bomb england spy sheriff dual identity secret identity drug traffic tarot cards heroin crocodile jamaica secret mission secret intelligence service motorboat drug smuggle voodoo tombstone aftercreditsstinger,james bond must investigate a mysterious murder case of a british agent in new orleans . soon he find himself up against a gangster bos named mr. big .,253,"['Roger_Moore', 'Yaphet_Kotto', 'Jane_Seymour', 'Clifton_James', 'Julius_Harris']",['Guy_Hamilton'],low revenue,6.0,low voted,low popularity
my dog skip,"comedy,drama,family",mississippi childhood memory dog,"a shy boy is unable to make friend in yazoo city , mississippi in 1942 , until his parent give him a terrier puppy for his ninth birthday . the dog , which he name skip , becomes well known and loved throughout the community and enriches the life of the boy , willie , a he grows into manhood . based on the best-selling mississippi memoir by the late willie morris .",17908,"['Frankie_Muniz', 'Diane_Lane', 'Kevin_Bacon', 'Luke_Wilson', 'Chaon_Cross']",['Jay_Russell'],low revenue,6.8,low voted,low popularity
"definitely, maybe","comedy,romance",lovesickness love of one's life narration lovers kiss daughter affection relation make a match sex education relationship divorce father daughter relationship past relationship,"when will decides to tell his daughter the story of how he met her mother , he discovers that a second look at the past might also give him a second chance at the future .",8390,"['Ryan_Reynolds', 'Abigail_Breslin', 'Elizabeth_Banks', 'Isla_Fisher', 'Rachel_Weisz']",['Adam_Brooks'],low revenue,6.8,low voted,low popularity
jumping the broom,comedy,african american wedding class differences martha's vineyard,two very different family converge on martha 's vineyard one weekend for a wedding .,57119,"['Paula_Patton', 'Julie_Bowen', 'Meagan_Good', 'Mike_Epps', 'Angela_Bassett']",['Salim_Akil'],low revenue,6.8,low voted,low popularity
"good night, and good luck.","drama,history",telecaster communist political activism tv show politician government anti-communism,"the story of journalist , edward r murrow 's stand against senator mccarthy 's anti-communist witch-hunt in the early 1950s .",3291,"['David_Strathairn', 'Jeff_Daniels', 'Alex_Borstein', 'Rose_Abdoo', 'Dianne_Reeves']",['George_Clooney'],low revenue,6.6,low voted,low popularity
capote,"crime,drama",gay self-fulfilling prophecy based on novel journalism identity dream literature research literature dying and death biography,"a biopic of the writer , truman capote and his assignment for the new yorker to write the non-fiction book , 'in cold blood ' .",398,"['Philip_Seymour_Hoffman', 'Allie_Mickelson', 'Craig_Archibald', 'Bronwen_Coleman', 'Kate_Shindle']",['Bennett_Miller'],low revenue,6.3,low voted,low popularity
desperado,"thriller,action,crime",gunslinger anti terror ambush mexico showdown guitar nudity hitman bartender revenge tragic hero shootout mariachi explosion extreme violence brutality drug lord leg brace concealed weapon flashback bookstore,a gunslinger is embroiled in a war with a local drug runner .,8068,"['Antonio_Banderas', 'Salma_Hayek', 'Joaquim_de_Almeida', 'Cheech_Marin', 'Steve_Buscemi']",['Robert_Rodriguez'],low revenue,4.9,low voted,low popularity
logan's run,"adventure,action,romance",female nudity killer robot nudity utopia teleportation post-apocalyptic dystopia plastic surgery escape fugitive robot domed city dystopic future totalitarianism population control,"an idyllic sci-fi future ha one major drawback : all citizen get a chance of being 'renewed ' in a civic ceremony at their 30th birthday , unless they run and escape before their time come .",10803,"['Michael_York', 'Richard_Jordan', 'Jenny_Agutter', 'Roscoe_Lee_Browne', 'Farrah_Fawcett']",['Michael_Anderson'],low revenue,6.8,low voted,low popularity
the man with the golden gun,"adventure,action,thriller",london england england martial arts assassin exotic island gold hitman secret mission villain bangkok thailand floatplane karate hong kong duel pistol secret service aftercreditsstinger,a golden bullet ha 007 engraved on it a it smash into the secret service headquarters . the bullet came from the professional killer scaramanga who ha yet to miss a target and james bond begin a mission to try and stop him .,682,"['Roger_Moore', 'Christopher_Lee', 'Britt_Ekland', 'Maud_Adams', 'Hervé_Villechaize']",['Guy_Hamilton'],low revenue,7.5,low voted,low popularity
action jackson,"action,adventure,comedy",showdown suspicion of murder boxer suspension organized crime shootout car chase detroit drug addict one against many megalomaniac maverick cop framed for murder bar fight exploding boat action hero,vengence drive a tough detroit cop to stay on the trail of a power hungry auto magnate who 's systematically eliminating his competition .,10117,"['Carl_Weathers', 'Craig_T._Nelson', 'Vanity', 'Sharon_Stone', 'Thomas_F._Wilson']",['Craig_R._Baxley'],low revenue,4.4,low voted,low popularity
the descent,"adventure,horror",mutant expedition cave darkness rope climbing bestie appalachia friends female protagonist survival horror,"after a tragic accident , six friend reunite for a caving expedition . their adventure soon go horribly wrong when a collapse trap them deep underground and they find themselves pursued by bloodthirsty creature . a their friendship deteriorate , they find themselves in a desperate struggle to survive the creature and each other .",9392,"['Shauna_Macdonald', 'Natalie_Mendoza', 'Alex_Reid', 'Saskia_Mulder', 'MyAnna_Buring']",['Neil_Marshall'],low revenue,6.3,low voted,low popularity
michael jordan to the max,documentary,sport,"this documentary showcase basketball player michael jordan 's awe-inspiring move , providing behind-the-scenes and on-the-court action , including footage of jordan and the chicago bull going head-to-head against the utah jazz in the 1997 nba final . phil jackson and bob costa are interviewed ( among others ) , and the awesome soundtrack includes song by earth , wind and fire , fatboy slim and freddie king .",24977,"['Michael_Jordan', 'Phil_Jackson', 'Bob_Costas', 'Bill_Murray', 'Laurence_Fishburne']","['James_D._Stern', 'Don_Kempf']",low revenue,6.6,low voted,low popularity
devil's due,horror,found footage,an unexpected pregnancy take a terrifying turn for newlywed zach and samantha mccall .,79316,"['Allison_Miller', 'Zach_Gilford', 'Sam_Anderson', 'Robert_Belushi', 'Catherine_Kresge']","['Matt_Bettinelli-Olpin', 'Tyler_Gillett']",low revenue,7.2,low voted,low popularity
flirting with disaster,"comedy,romance",lsd looking for  birth parents half-brother independent film,"adopted a a child , new father mel colpin ( ben stiller ) decides he can not name his son until he know his birth parent , and determines to make a cross-country quest to find them . accompanied by his wife , nancy ( patricia arquette ) , and an inept yet gorgeous adoption agent , tina ( tea leoni ) , he departs on an epic road trip that quickly devolves into a farce of mistaken identity , wrong turn , and overzealous and love-struck atf agent ( josh brolin , richard jenkins ) .",2074,"['Ben_Stiller', 'Patricia_Arquette', 'Téa_Leoni', 'Mary_Tyler_Moore', 'Alan_Alda']",['David_O._Russell'],low revenue,6.2,low voted,low popularity
the devil's rejects,"drama,horror,crime",sadistic killing fire sheriff bounty hunter cocaine motel ax sadism psychopath road trip sequel murder rampage antisocial personality disorder serial killer shootout torture corpse sadist extreme violence brutality maniac violence stabbing killing spree held at gunpoint cult film roadkill macabre misogynist road movie killer clown painted face evil clown homicidal maniac sadistic horror,"the sequel to house of 1000 corps – the firefly family are ambushed at their isolated home by sheriff wydell and a squad of armed men gun blazing – yet only otis and his sister , baby , manage to escape the barrage of bullet unharmed . hiding out in a backwater motel , the wanted sibling wait to rendezvous with their errant father , captain spaulding , killing whoever happens to stand in their way .",1696,"['Sid_Haig', 'Bill_Moseley', 'Sheri_Moon_Zombie', 'William_Forsythe', 'Ken_Foree']",['Rob_Zombie'],low revenue,6.0,low voted,low popularity
dope,"crime,drama,comedy",california hip-hop harvard university geek coming of age teenager drug high school student,"malcolm is carefully surviving life in a tough neighborhood in los angeles while juggling college application , academic interview , and the sat . a chance invitation to an underground party lead him into an adventure that could allow him to go from being a geek , to being dope , to ultimately being himself .",308639,"['Shameik_Moore', 'Kiersey_Clemons', 'Tony_Revolori', 'Zoë_Kravitz', 'Chanel_Iman']",['Rick_Famuyiwa'],low revenue,4.0,low voted,low popularity
in too deep,"drama,action,thriller",,a fearless cop is taking on a ruthless crimelord . he knew the risk . he just did n't know how far he would have to go .,22314,"['Omar_Epps', 'LL_Cool_J', 'Nia_Long', 'Stanley_Tucci', 'Hill_Harper']",['Michael_Rymer'],low revenue,6.6,low voted,low popularity
house of 1000 corpses,horror,upper class halloween psychopath urban legend youth satanic ritual,two teenage couple traveling across the backwoods of texas searching for urban legend of serial killer end up a prisoner of a bizarre and sadistic backwater family of serial killer .,2662,"['Sid_Haig', 'Bill_Moseley', 'Sheri_Moon_Zombie', 'Karen_Black', 'Erin_Daniels']",['Rob_Zombie'],low revenue,6.5,low voted,low popularity
alien zone,"horror,action,thriller",,"a man who is having an affair with a married woman is dropped off on the wrong street when going back to his hotel . he take refuge out of the rain when an old man invite him in . he turn out to be a mortician , who tell him the story of the people who have wound up in his establishment over the course of four story .",77156,"['John_Ericson', 'Ivor_Francis', 'Judith_Novgrod', 'Burr_DeBenning', 'Charles_Aidman']",['Sharron_Miller'],low revenue,5.8,low voted,low popularity
a serious man,"comedy,drama",professor dark comedy telephone call aftercreditsstinger 1960s,"a serious man is the story of an ordinary man 's search for clarity in a universe where jefferson airplane is on the radio and f-troop is on tv . it is 1967 , and larry gopnik , a physic professor at a quiet midwestern university , ha just been informed by his wife judith that she is leaving him . she ha fallen in love with one of his more pompous acquaintance sy ableman .",12573,"['Michael_Stuhlbarg', 'Richard_Kind', 'Fred_Melamed', 'Sari_Lennick', 'Aaron_Wolff']","['Joel_Coen', 'Ethan_Coen']",low revenue,7.0,low voted,low popularity
get low,"comedy,drama,mystery",independent film,"a movie spun out of equal part folk tale , fable and real-life legend about the mysterious , 1930s tennessee hermit who famously threw his own rollicking funeral party ... while he wa still alive .",44718,"['Bill_Murray', 'Sissy_Spacek', 'Robert_Duvall', 'Lucas_Black', 'Bill_Cobbs']",['Aaron_Schneider'],low revenue,7.3,low voted,low popularity
warlock,"adventure,comedy,fantasy",witch cemetery magic time travel aging curse warlock witch hunter,"a warlock flees from the 17th to the 20th century , with a witch-hunter in hot pursuit . a warlock ( julian sand ) is taken captive in boston , massachusetts in 1691 by a witch-hunter giles redferne ( richard grant ) . he is sentenced to death for his activity , including the bewitching of redferne 's bride-to-be , but before the execution a demon appears and propels the warlock forward in time to 20th century los angeles , california . redferne follows through the portal . the warlock attempt to assemble the grand grimoire , a satanic book that will reveal the `` true '' name of god . redferne and the warlock then embark on a cat-and-mouse chase with the grand grimoire , and kassandra ( lori singer ) , a waitress who encounter giles while he 's attempting to find warlock .",11342,"['Julian_Sands', 'Lori_Singer', 'Richard_E._Grant', 'Mary_Woronov', ""Kevin_O'Brien""]",['Steve_Miner'],low revenue,7.0,low voted,low popularity
beyond the lights,"romance,drama",talent success musician woman director,"noni jean is a hot new rising star . but not all is what it seems , and the pressure cause noni to nearly fall apart - until she meet kaz nicol , a promising young cop and aspiring politician who 's been assigned to her detail . can kaz 's love give noni the courage to find her own voice and break free to become the artist she wa meant to be ?",241771,"['Gugu_Mbatha-Raw', 'Nate_Parker', 'Minnie_Driver', 'Machine_Gun_Kelly', 'Danny_Glover']",['Gina_Prince-Bythewood'],low revenue,5.6,low voted,low popularity
a single man,"drama,romance",gay based on novel suicidal death of lover teacher student relationship grieving 1960s,"adapted from a 1964 novel of the same name , the film follows a day in the life of george falconer , a british college professor reeling with the recent and sudden loss of his longtime partner . this traumatic event make george challenge his own will to live a he seek the console of close friend charley who is struggling with her own question about life .",34653,"['Colin_Firth', 'Julianne_Moore', 'Nicholas_Hoult', 'Matthew_Goode', 'Jon_Kortajarena']",['Tom_Ford'],low revenue,6.5,low voted,low popularity
the last temptation of christ,drama,christianity traitor jesus christ roman crucifixion longing moral conflict cross blasphemy temptation mary magdalene,"jesus , a humble judean carpenter beginning to see that he is the son of god , is drawn into revolutionary action against the roman occupier by juda -- despite his protestation that love , not violence , is the path to salvation . the burden of being the savior of mankind torment jesus throughout his life , leading him to doubt . a he is put to death on the cross , jesus is tempted by vision of an ordinary life married to mary magdalene .",11051,"['Willem_Dafoe', 'Harvey_Keitel', 'Barbara_Hershey', 'David_Bowie', 'Harry_Dean_Stanton']",['Martin_Scorsese'],low revenue,6.8,low voted,low popularity
outside providence,"romance,comedy,drama",suicide sex sexuality college police campus party love revenge prank independent film student teenager drug humiliation flashback accident,"in this coming-of-age comedy , tim dunphy is leading a go-nowhere existence , spending his day smoking pot and hanging out with his best friend , drug delaney . but tim 's lazy day of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a connecticut prep school . the one saving grace of the new school is jane , a fellow student tim fall for immediately .",14578,"['Shawn_Hatosy', 'Amy_Smart', 'Alec_Baldwin', 'Jon_Abrahams', 'Richard_Jenkins']",['Michael_Corrente'],low revenue,3.8,low voted,low popularity
bride & prejudice,"drama,comedy,music",indian lead bollywood modern day adaptation pride & prejudice woman director,"a bollywood update of jane austen 's classic tale , in which mrs. bakshi is eager to find suitable husband for her four unmarried daughter . when the rich single gentleman balraj and darcy come to visit , the bakshis have high hope , though circumstance and boorish opinion threaten to get in the way of romance .",57825,"['Aishwarya_Rai_Bachchan', 'Martin_Henderson', 'Naveen_Andrews', 'Daniel_Gillies', 'Indira_Varma']",['Gurinder_Chadha'],low revenue,5.7,low voted,low popularity
rabbit-proof fence,"adventure,drama,action",child abuse sister sister relationship prosecution australia approved school  based on true story independent film tracker survival outback colonialism australian aborigine australian outback aboriginal aborigine perth,"in 1931 , three aboriginal girl escape after being plucked from their home to be trained a domestic staff and set off on a trek across the outback .",9555,"['Everlyn_Sampi', 'Tianna_Sansbury', 'Laura_Monaghan', 'Kenneth_Branagh', 'David_Gulpilil']",['Phillip_Noyce'],low revenue,6.7,low voted,low popularity
who's your caddy?,comedy,sport,"when `` street smart '' rapper christopher `` c-note '' hawkins ( big boi ) applies for a membership to all-white carolina pine country club , the establishment 's proprietor are hardly ready to oblige him .",15581,"['Mick_Partridge', 'Big_Boi', 'Sherri_Shepherd', 'Lil_Wayne', 'Andy_Milonakis']",['Don_Michael_Paul'],low revenue,7.4,low voted,low popularity
split second,"thriller,action,horror",flooding futuristic police detective,"in a futuristic london , the rising sea level mean that large area are under foot of water . hauer play a cop who previously lost his partner to some strange creature . now the creature is back and it after him .",13006,"['Rutger_Hauer', 'Kim_Cattrall', 'Michael_J._Pollard', 'Alastair_Duncan', 'Alun_Armstrong']",['Tony_Maylam'],low revenue,6.4,low voted,low popularity
the other side of heaven,"action,adventure,drama",based on novel biography,"john h. groberg , a middle class kid from idaho fall , cross the pacific to become a mormon missionary in the remote and exotic tongan island kingdom during the 1950 's . he leaf behind a loving family and the true love of his life , jean . through letter and musing across the mile , john share his humbling and sometimes hilarious adventure with `` the girl back home '' , and her letter buoy up his spirit in difficult time . john must struggle to overcome language barrier , physical hardship and deep-rooted suspicion to earn the trust and love of the tongan people he ha come to serve . throughout his adventure-filled three year on the island , he discovers friend and wisdom in the most unlikely place . john h. groberg 's tongan odyssey will change his life forever .",16651,"['Christopher_Gorham', 'Anne_Hathaway', 'Joe_Folau', 'Miriama_Smith']",['Mitch_Davis'],low revenue,6.1,low voted,low popularity
veer-zaara,"drama,romance",love of one's life pilot class society pakistan india kashmir conflict,"the story of the love between veer pratap singh , an indian , and zaara hayaat khan , a pakistani ... a love so great it know no boundary ...",4251,"['Shah_Rukh_Khan', 'Preity_Zinta', 'Rani_Mukerji', 'Amitabh_Bachchan', 'Hema_Malini']",['Yash_Chopra'],low revenue,6.4,low voted,low popularity
redbelt,drama,film making film producer video surveillance sport interracial marriage auto accident instructor jujitsu movie star nightstick husband life relationship set up window smashing,"is there room for principle in los angeles ? mike terry teach jujitsu and barely make end meet . his brazilian wife , whose family promotes fight , want to see mike in the ring making money , but to him competition is degrading . a woman sideswipe mike 's car and then , after an odd sequence of event , shoot out the studio 's window . later that evening , mike rescue an action movie star in a fistfight at a bar . in return , the actor befriends mike , give him a gift , offer him work on his newest film , and introduces mike 's wife to his own - the woman initiate business dealing . then , thing go sour all at once , mike 's debt mount , and going into the ring may be his only option .",12400,"['Chiwetel_Ejiofor', 'Tim_Allen', 'Alice_Braga', 'Jose_Pablo_Cantillo', 'Randy_Couture']",['David_Mamet'],low revenue,6.1,low voted,low popularity
cyrus,"comedy,drama,romance",mumblecore,"with john 's social life at a standstill and his ex-wife about to get remarried , a down on his luck divorcée finally meet the woman of his dream , only to discover she ha another man in her life - her son . before long , the two are locked in a battle of wit for the woman they both love-and it appears only one man can be left standing when it 's over .",39053,"['John_C._Reilly', 'Jonah_Hill', 'Marisa_Tomei', 'Catherine_Keener', 'Matt_Walsh']","['Jay_Duplass', 'Mark_Duplass']",low revenue,6.2,low voted,low popularity
a dog of flanders,"drama,family",,"poor but happy , young nello and his grandfather live alone , delivering milk a a livelihood , in the outskirt of antwerp , a city in flanders ( the flemish or dutch-speaking part of modern-day belgium ) . they discover a beaten dog ( a bouvier , a large sturdy dog native to flanders ) and adopt it and nurse it back to health , naming it patrasche , the middle name of nello 's mother mary , who died when nello wa very young . nello 's mother wa a talented artist , and like his mother , he delight in drawing , and his friend aloise is his model and greatest fan and supporter .",104896,"['Jack_Warden', 'Jeremy_James_Kissner', 'Jesse_James', 'Jon_Voight', 'Cheryl_Ladd']",['Kevin_Brodie'],low revenue,7.4,low voted,low popularity
auto focus,"drama,crime",male nudity adultery based on novel infidelity tv show blow job video biography sex addiction based on true story independent film sex addict,"a successful tv star during the 1960s , former `` hogan 's hero '' actor bob crane project a wholesome family-man image , but this front mask his persona a a sex addict who record and photograph his many encounter with woman , often with the help of his seedy friend , john henry carpenter . this biographical drama reveals how crane 's double life take it toll on him and his family , and ultimately contributes to his death",14112,"['Greg_Kinnear', 'Willem_Dafoe', 'Rita_Wilson', 'Maria_Bello', 'Ron_Leibman']",['Paul_Schrader'],low revenue,5.8,low voted,low popularity
factory girl,drama,new york alcohol sex infidelity nudity artist gallery interview studio biography addiction party love independent film singer art drug gay man socialite scene film warhol,"in the mid-1960s , wealthy debutant edie sedgwick meet artist andy warhol . she join warhol 's famous factory and becomes his muse . although she seems to have it all , edie can not have the love she craves from andy , and she ha an affair with a charismatic musician , who push her to seek independence from the artist and the milieu .",12271,"['Sienna_Miller', 'Guy_Pearce', 'Hayden_Christensen', 'Mena_Suvari', 'Jimmy_Fallon']",['George_Hickenlooper'],low revenue,5.0,low voted,low popularity
we need to talk about kevin,"drama,thriller",suburb violence killing spree prison visit guinea pig broken arm potty training woman director,"the mother of a teenage sociopath who went on a high-school killing spree recall her son 's deranged behavior during childhood , a she deal with her grief .",71859,"['John_C._Reilly', 'Tilda_Swinton', 'Ezra_Miller', 'Siobhan_Fallon', 'Jasper_Newell']",['Lynne_Ramsay'],low revenue,4.5,low voted,low popularity
the christmas candle,"drama,family",angel miracle village christian candle christmas,"deep in the heart of the english countryside lie the enchanting village of gladbury . legend ha it every 25 year an angel visit the village candlemaker and touch a single candle . whoever light this candle receives a miracle on christmas eve . but in 1890 , at the dawn of the electric age , this century old legend may come to an end .",226354,"['Hans_Matheson', 'Samantha_Barks', 'Lesley_Manville', 'Sylvester_McCoy', 'James_Cosmo']",['John_Stephenson'],low revenue,6.7,low voted,low popularity
the mighty macs,"action,drama",sport catholic mother superior catholic school convent school,"in the early 70 , cathy rush becomes the head basketball coach at a tiny , all-girls catholic college . though her team ha no gym and no uniform -- and the school itself is in danger of being sold -- coach rush look to steer her girl to their first national championship .",48620,"['Carla_Gugino', 'Ellen_Burstyn', 'Marley_Shelton', 'David_Boreanaz', 'Jennifer_Butler']",['Tim_Chambers'],low revenue,6.2,low voted,low popularity
losin' it,comedy,male nudity female nudity mexico prostitute nudity high school locker room independent film teen sex comedy teenager canuxploitation virginity,"set in 1965 , four los angeles school friend -- woody , dave , spider and wendell -- go on a series of misadventure when they head to tijuana , mexico , for a night of cruisin ' , causing trouble , and to lose their virginity .",33676,"['Tom_Cruise', 'Jackie_Earle_Haley', 'John_Stockwell', 'John_P._Navin,_Jr.', 'Shelley_Long']",['Curtis_Hanson'],low revenue,7.1,low voted,low popularity
mother and child,"drama,romance",adoptive mother nymphomaniac mother daughter relationship,"the life of three woman have a commonality : adoption . karen is a physical therapist who regret that , a a teenager , she gave up her daughter for adoption . elizabeth wa an adopted child and is now a successful lawyer , but her personal life lack warmth . lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete .",37080,"['Naomi_Watts', 'Samuel_L._Jackson', 'Annette_Bening', 'Carla_Gallo', 'Kerry_Washington']",['Rodrigo_García'],low revenue,6.0,low voted,low popularity
march or die,"action,adventure,drama",gypsy middle east foreign legion wilderness archaeologist,"the french foreign legion , in the early 20 , is tasked to protect a group of archaeologist in the middle east . after scene depicting the hardship of day-to-day foreign legion life , and the ragtag collection of people who join , the local arab take offence at the archaeologist and declare jihad . a large battle take place , with the inevitable last stand .",25388,"['Gene_Hackman', 'Terence_Hill', 'Catherine_Deneuve', 'Ian_Holm', ""Jack_O'Halloran""]",['Dick_Richards'],low revenue,5.7,low voted,low popularity
the visitors,"fantasy,comedy,science fiction",servant time travel clumsy fellow middle ages nobility,"this outrageous time-travel comedy follows the misadventure of a wacky medieval knight ( jean reno ) and his faithful servant when they are accidentally transported to contemporary time by a senile sorcerermayhem rule a these 12th-century visitor try adapting to the wildly confusing modern world . to avoid being stuck here for good , however , they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",11687,"['Jean_Reno', 'Valérie_Lemercier', 'Christian_Clavier', 'Marie-Anne_Chazel', 'Christian_Bujeau']",['Jean-Marie_Poiré'],low revenue,2.7,low voted,low popularity
somewhere,"comedy,drama",milan independent film luxury hotel man in towel  woman director,a hard-living hollywood actor re-examines his life after his 11-year-old daughter surprise him with a visit .,39210,"['Stephen_Dorff', 'Chris_Pontius', 'Erin_Wasson', 'Alexandra_Williams', 'Nathalie_Fay']",['Sofia_Coppola'],low revenue,6.7,low voted,low popularity
i hope they serve beer in hell,"comedy,drama",female nudity based on novel stripper flop dark comedy aftercreditsstinger,"tucker decides to take an impromptu trip to celebrate his friend 's bachelor party . he drag his friend into a lie with his fiancée , get him into trouble and then abandon him in order to pursue a hilarious carnal interest . tucker is disinvited to the wedding , and in order to get back in , tucker ha to find a way to balance his narcissism with the demand of friendship .",30128,"['Matt_Czuchry', 'Jesse_Bradford', 'Marika_Dominczyk', 'Traci_Lords', 'Geoff_Stults']",['Bob_Gosse'],low revenue,5.8,low voted,low popularity
chairman of the board,comedy,inventor invention scandal,a surfer becomes the head of a major company .,31535,"[""Scott_'Carrot_Top'_Thompson"", 'Courtney_Thorne-Smith', 'Larry_Miller', 'Jack_Warden', 'M._Emmet_Walsh']",['Alex_Zamm'],low revenue,6.2,low voted,low popularity
hesher,drama,loss of mother clerk grocery loss of relative loss of wife briefs duringcreditsstinger,a young boy ha lost his mother and is losing touch with his father and the world around him . then he meet hesher who manages to make his life even more chaotic .,44835,"['Joseph_Gordon-Levitt', 'Natalie_Portman', 'Rainn_Wilson', 'Audrey_Wasilewski', 'Frank_Collison']",['Spencer_Susser'],low revenue,7.7,low voted,low popularity
dom hemingway,"comedy,crime,drama",growing up money crime fatherhood,"after spending 12 year in prison for keeping his mouth shut , notorious safe-cracker dom hemingway is back on the street of london looking to collect what he 's owed .",192134,"['Jude_Law', 'Demián_Bichir', 'Richard_E._Grant', 'Matthew_C._Martino', 'Emilia_Clarke']",['Richard_Shepard'],low revenue,7.1,low voted,low popularity
gerry,"mystery,drama,adventure",desperation highway wilderness getting lost friendship murder best friend desert very little dialogue tarkovskyesque friend,two friend named gerry become lost in the desert after taking a wrong turn . their attempt to find their way home only lead them into further trouble .,1956,"['Casey_Affleck', 'Matt_Damon']",['Gus_Van_Sant'],low revenue,5.9,low voted,low popularity
the heart of me,"drama,romance",,"drama set in 1930s london with two sister , madeleine married to rickie , and dinah , who fall in love with him . rickie and dinah begin an affair which is to have repercussion throughout all their life .",24985,"['Helena_Bonham_Carter', 'Olivia_Williams', 'Paul_Bettany', 'Eleanor_Bron', 'Tom_Ward']","[""Thaddeus_O'Sullivan""]",low revenue,6.7,low voted,low popularity
freeheld,"romance,drama",new jersey equality lesbian relationship cancer,new jersey car mechanic stacie andree and her police detective girlfriend laurel hester both battle to secure hester 's pension benefit after she wa diagnosed with a terminal illness .,306745,"['Julianne_Moore', 'Ellen_Page', 'Steve_Carell', 'Michael_Shannon', 'Luke_Grimes']",['Peter_Sollett'],low revenue,6.0,low voted,low popularity
the extra man,comedy,independent film woman director,"the extra man is a sophisticated and moving comedy from filmmaker shari springer berman and robert pulcini . the extra man follows louis ives ( paul dano ) , a lonely dreamer who fancy himself the hero of an f. scott fitzgerald novel . when a deeply embarrassing incident force him to leave his job at an exclusive princeton prep school , louis head to new york city to make a fresh start . he quickly find a 9 to 5 job at an environmental magazine , where he encounter an entrancing , green-obsessed co-worker mary ( katie holmes ) .",47088,"['Kevin_Kline', 'Paul_Dano', 'Katie_Holmes', 'John_C._Reilly', 'Dan_Hedaya']","['Shari_Springer_Berman', 'Robert_Pulcini']",low revenue,6.3,low voted,low popularity
hard to be a god,"drama,science fiction",,"a group of scientist is sent to the planet arkanar to help the local civilization , which is in the medieval phase of it own history , to find the right path to progress . their task is a difficult one : they can not interfere violently and in no case can they kill . the scientist rumata try to save the local intellectual from their punishment and can not avoid taking a position . a if the question were : what would you do in god 's place ? director 's statement aleksei wanted to make this film his entire life . the road wa a long one . this is not a film about cruelty , but about love . a love that wa there , tangible , alive , and that resisted through the hardest of condition .",110402,"['Leonid_Yarmolnik', 'Yuriy_Tsurilo', 'Natalya_Moteva', 'Aleksandr_Chutko', 'Aleksandr_Ilin']",['Aleksey_German'],low revenue,7.2,low voted,low popularity
ca$h,"crime,thriller,comedy",independent film money,"a stroke of good luck turn lethal for sam phelan and his wife leslie when they are faced with a life-changing decision that brings strange and sinister pyke kubic to their doorstep . a pyke lead sam and leslie on a tumultuous adventure through the street of chicago , each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money .",27004,"['Sean_Bean', 'Chris_Hemsworth', 'Victoria_Profeta', 'Thampy_Antony', 'Mike_Starr']",['Stephen_Milburn_Anderson'],low revenue,5.8,low voted,low popularity
wah-wah,drama,adultery brain tumor south africa alcoholism divorce,"set at the end of the 1960s , a swaziland is about to receive independence from united kingdom , the film follows the young ralph compton , at 12 , through his parent ' traumatic separation , till he 's 14. the film is largely based on richard e. grant 's own experience a a teenager in swaziland , where his father wa head of education for the british government administration .",15013,"['Gabriel_Byrne', 'Emily_Watson', 'Julie_Walters', 'Nicholas_Hoult', 'Miranda_Richardson']",['Richard_E._Grant'],low revenue,5.0,low voted,low popularity
the boondock saints,"action,thriller,crime",arbitrary law boston twin brother russian mafia prologue irish police station pager duringcreditsstinger,"with a god-inspired moral obligation to act against evil , twin brother conner and murphy set out to rid boston of criminal . however , rather than working within the system , these irish american decide to take swift retribution into their own hand .",8374,"['Willem_Dafoe', 'Norman_Reedus', 'Sean_Patrick_Flanery', 'David_Della_Rocco', 'David_Ferry']",['Troy_Duffy'],low revenue,5.1,low voted,low popularity
